playlist_id,playlist_owner,playlist,id,name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,key_confidence,mode_confidence,tempo_confidence,time_signature_confidence,end_of_fade_in,start_of_fade_out,mood
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,1hBvUKlvyia60edCcBsxkv,Heartaches,0.249,0.764,207628,0.489,0.00176,7,0.0894,-9.41,1,0.0332,119.953,4,0.496,0.72,0.656,0.808,1,0,197.19547,Chill
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,1KhrAWvLIjRlQIJtSTgvsi,Would You Go With Me,0.13,0.605,228187,0.864,0.000827,6,0.113,-5.365,1,0.0292,122.918,4,0.736,0.348,0.423,0.932,0.781,0.1156,219.26604,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4RVtBlHFKj51Ipvpfv5ER4,Drown (feat. Clinton Kane),0.212,0.573,174062,0.739,0,9,0.175,-5.455,1,0.0581,120.077,4,0.363,0.307,0.488,0.376,0.928,0,164.51918,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,0osvOdeD3YXZiWkT8MKolJ,Lifestyle (feat. Adam Levine),0.0209,0.749,153865,0.674,0,10,0.169,-5.128,0,0.0366,123.055,4,0.711,0.486,0.628,0.867,0.963,0.23723,147.8937,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,3BZEcbdtXQSo7OrvKRJ6mb,MONTERO (Call Me By Your Name),0.297,0.61,137876,0.508,0,8,0.384,-6.682,0,0.152,178.818,4,0.758,0.586,0.567,0.113,1,0.23215,133.64825,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,5elofKuRmgZmCVImWT6JtE,see you later (ten years),0.247,0.584,188160,0.454,0,1,0.151,-6.372,1,0.0301,86.102,4,0.253,0.602,0.58,0.111,0.776,0.16295,184.96436,Angry
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4ztw0mBC6VBiLV79yRHDQW,Be Okay (with HRVY),0.0179,0.73,141600,0.558,0,8,0.128,-6.535,1,0.0786,100.066,4,0.618,0.552,0.604,0.571,1,0,138.3503,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,6Yx181fZzA0YE2EkUsYruq,Big Plans,0.0668,0.693,179930,0.604,0,11,0.114,-5.279,1,0.0427,75.014,4,0.651,0.396,0.636,0.345,1,0.21683,179.92993,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,0OJN2A3Qyvd7pwSF0AIteC,Keep You Mine,0.267,0.81,174761,0.788,0.000172,10,0.196,-3.663,1,0.0447,135.991,4,0.845,0.466,0.462,0.942,1,0.18571,170.18484,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,6nACZEZIt1CIBmF09r5Pb5,Remember This,0.217,0.669,178222,0.629,0,1,0.366,-5.018,0,0.0803,110.865,4,0.294,0.178,0.461,0.765,1,0.18653,171.88571,Happy
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,2NNioXX1t4whQsBF8FfExl,Woman You Got,0.105,0.523,177951,0.896,0,10,0.143,-3.556,1,0.0575,169.94,4,0.729,0.644,0.537,0.267,0.885,0,174.43991,Energetic
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,6NhpIdjYoufuNNlBsgOztc,Suds in the Bucket,0.052,0.511,227267,0.903,0.000529,10,0.304,-3.163,1,0.0397,161.992,4,0.898,0.755,0.634,0.955,0.91,0,217.2459,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),0.196,0.673,212093,0.704,0,6,0.0898,-8.056,1,0.36,86.919,4,0.372,0.619,0.667,0.119,0.969,0.22644,208.38168,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,2jZIfoe48eUeOEnP9Ho4h2,No One Compares To You,0.123,0.703,184080,0.748,0,1,0.0642,-6.047,1,0.0435,111.943,4,0.625,0.516,0.682,0.667,1,4.50467,176.73288,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,3vLKj3lijuDaomIoWPq09S,Where You Are,0.375,0.762,205000,0.481,0.881,9,0.0968,-9.038,1,0.0548,128.04,4,0.238,0.488,0.55,0.672,1,0.238,198.53642,Chill
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,73QyyUMMvtNELmULI4FOsp,You for Me,0.0481,0.733,175435,0.886,0.00000181,2,0.191,-1.856,0,0.0426,126.031,4,0.696,0.145,0.306,0.853,1,0.06825,168.79745,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,76nqCfJOcFFWBJN32PAksn,Kings & Queens,0.00775,0.638,162399,0.688,0,1,0.126,-4.056,0,0.0407,129.856,4,0.434,0.403,0.504,0.751,0.962,0.24943,156.398,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,45bE4HXI0AwGZXfZtMp8JR,you broke me first,0.785,0.667,169266,0.373,0,4,0.0906,-9.389,1,0.05,124.148,4,0.0823,0.462,0.616,0.27,1,0.16263,160.77496,Angry
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,35v4CE7o8XHvXPDjGPsp15,To Us It Did,0.0105,0.687,165648,0.86,0,0,0.0226,-4.579,1,0.0371,113.988,4,0.492,0.708,0.627,0.682,0.701,0.54571,158.16272,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,3eJH2nAjvNXdmPfBkALiPZ,Acapulco,0.051,0.774,139672,0.792,0,10,0.155,-4.021,1,0.0523,122.062,4,0.507,0.253,0.266,0.817,1,0.53927,134.46095,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,135Lf4Q0CzlMNfOxbEUsLH,GHOST TOWN,0.389,0.391,193733,0.335,0,0,0.102,-10.064,1,0.0763,174.185,3,0.116,0.38,0.621,0.082,1,0.20889,188.42413,Angry
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4TgxFMOn5yoESW6zCidCXL,Savage Love (Laxed – Siren Beat) [BTS Remix],0.16,0.758,184905,0.598,0,0,0.295,-5.695,0,0.0868,149.836,4,0.658,0.159,0.447,0.164,1,2.00272,180.28552,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,4BmPTpXnae3IwwXAcK0byT,Matter of Time (feat. Alex Maher),0.106,0.699,240010,0.519,0.16,7,0.115,-8.623,1,0.0566,115.066,4,0.0522,0.975,0.849,0.638,1,0.5166,229.16934,Chill
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,4jqYXH8BDZlCkM4CN8hH5q,Colour,0.123,0.506,297515,0.715,0.861,0,0.0987,-10.633,1,0.0336,124.009,4,0.103,0.731,0.692,0.603,1,0,285.6461,Chill
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,33UI8dgfkDOf32DWBH1GL0,Lady Like,0.213,0.546,194787,0.618,0,9,0.0934,-5.186,1,0.0336,95.011,4,0.154,0.138,0.357,0.316,0.915,0.27896,184.76118,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4UuGBDjt8gLXsANZqZxMBz,Love You Better,0.0931,0.733,170893,0.786,0.0013,11,0.1,-7.494,1,0.0422,102.999,4,0.786,0.144,0.359,0.971,1,0.19683,165.05905,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,1UotQ5kMAEiCJVisAVkxOh,In Betweenin',0.18,0.705,192046,0.824,0,2,0.0901,-4.825,1,0.0347,146.999,4,0.925,0.448,0.583,0.383,0.67,0.13923,187.8204,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,3Up1MsHqcxUVgB2iuqFRq2,Shut The World Out,0.0308,0.496,268966,0.679,0.00327,8,0.316,-6.893,1,0.0345,105.059,4,0.224,0.026,0.326,0.746,0.728,0.45311,265.84525,Chill
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,4QpWhd7l2NrmGmfw4qGlpa,Next Girl,0.143,0.583,164678,0.867,0,11,0.0863,-4.17,1,0.0637,160.096,4,0.962,0.694,0.56,0.239,0.814,0.22023,159.3121,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4laAKIq9ZxBCwf99rauPYb,Remember,0.041,0.612,160766,0.862,0,8,0.0907,-2.903,1,0.037,123.849,4,0.354,0.234,0.447,0.752,1,2.31619,155.02222,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),0.321,0.677,198082,0.696,0,0,0.42,-6.181,1,0.119,90.03,4,0.464,0.553,0.561,0.33,1,0.19147,191.27438,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),0.124,0.64,197867,0.648,0,5,0.0802,-8.113,0,0.187,92.977,4,0.548,0.434,0.378,0.342,1,0.19751,190.76353,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,5zqObw7wjBgL9TDiAymxPn,Our Song,0.141,0.595,163733,0.759,0,11,0.172,-4.245,0,0.0423,80.953,4,0.515,0.246,0.368,0.624,0.976,0.20336,155.38794,Angry
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,3ZozFqJJlDBNIm4xqxn2ZD,Fancy Like,0.114,0.649,161853,0.76,0,1,0.317,-6.487,1,0.0574,80.018,4,0.843,0.65,0.555,0.36,0.99,0.16331,158.23819,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,3G2omDJ5ZGYSiJV3UOOPw0,Holiday,0.152,0.356,193733,0.684,0,8,0.101,-7.347,1,0.0878,87.188,4,0.347,0.365,0.582,0.475,1,0.09864,193.73334,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,0mjAU3yKR1QnXnHtjGJqTM,Rescue Me,0.156,0.759,158900,0.605,0,7,0.694,-7.737,1,0.0433,121.049,4,0.64,0.265,0.441,0.601,1,0.25542,158.89978,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,53kWAAfx7IopXRa31MQHB8,Good Vibes,0.274,0.558,170280,0.877,0,10,0.162,-3.392,1,0.145,99.988,4,0.762,0.412,0.429,0.313,1,0,165.38992,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,6cwiXbTqbuGjwPnG56LFG2,Love Is Awake,0.00937,0.736,200000,0.728,0.0189,2,0.0966,-7.918,1,0.0264,119.979,4,0.265,0.67,0.763,0.826,0.984,0,191.13506,Chill
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,5NUXE8W12lWcUXgJRCjeEw,One Too Many,0.247,0.697,203893,0.535,0,4,0.569,-6.504,1,0.068,82.959,4,0.594,0.395,0.436,0.525,1,0.22617,195.29723,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,5PYQUBXc7NYeI1obMKSJK0,Never Really Over,0.194,0.77,223523,0.882,0,8,0.316,-4.792,1,0.0602,99.991,4,0.385,0.555,0.567,0.888,0.992,0.13533,220.34576,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,0roOLcll6SSTYZwsQFmXqP,Let Me Move You - From the Netflix film "Work It",0.0112,0.624,147071,0.628,0.0191,4,0.0814,-6.582,0,0.0408,114.556,4,0.772,0.724,0.588,0.807,1,0.19746,141.514,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,0.0332,0.789,190306,0.711,0,2,0.0876,-4.248,1,0.041,112.985,4,0.753,0.744,0.575,0.843,1,0.22063,186.23566,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4PkIDTPGedm0enzdvilLNd,Sixteen,0.268,0.669,201072,0.801,0,8,0.0594,-5.445,1,0.136,109.919,4,0.541,0.489,0.55,0.326,1,0.23243,192.07545,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,161DnLWsx1i3u1JT05lzqU,Talking to the Moon,0.512,0.523,217867,0.606,0,1,0.106,-4.754,0,0.0301,145.837,4,0.065,0.385,0.544,0.097,1,0.35197,210.68626,Angry
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,40tPP3K10yMZxwnT65REKj,Inner Light,0.00461,0.651,257985,0.709,0.00744,4,0.0771,-7.842,1,0.037,121.02,4,0.126,0.531,0.481,0.906,0.996,0,253.26006,Chill
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,5TWAIHYaOnYg4txfmCgon5,Nobody,0.519,0.573,160707,0.747,0.00000113,0,0.0867,-6.46,1,0.0319,79.952,4,0.645,0.353,0.621,0.145,0.699,2.7922,150.51755,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,1KixkQVDUHggZMU9dUobgm,My Head & My Heart,0.0697,0.614,174760,0.934,0,9,0.121,-3.709,0,0.07,116.001,4,0.436,0.218,0.149,0.912,0.994,0.24649,169.24445,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,6PEbPKn0niL8xAQdUTBEfq,Until We Leave the Ground - Steve James Remix,0.0448,0.744,197419,0.577,0.0652,0,0.111,-9.599,0,0.0385,124.005,4,0.321,0.421,0.642,0.684,1,0,191.82005,Chill
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,7LAmsNJpBaNvNg7VZPXxSv,As the World Caves In,0.436,0.372,161613,0.255,0,7,0.33,-6.834,1,0.0344,114.402,1,0.254,0.399,0.488,0.087,0.642,0,156.90884,Angry
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,0IqCoZ168iRc9LqfrYgpZy,KESI - Remix,0.127,0.871,176575,0.815,0.00000618,4,0.094,-4.439,1,0.0477,122.959,4,0.823,0.592,0.567,0.652,1,0,171.48517,Happy
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,0NmuYnjETG3u3qx0OmEJev,Lil Bit,0.0255,0.707,195962,0.689,0,4,0.383,-7.097,0,0.0387,119.987,4,0.41,0.169,0.257,0.684,1,0.19714,191.61687,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,48oN0dm8zwleoUvuLBqIOp,Sunshine - From the Motion Picture “Ron’s Gone Wrong”,0.0504,0.717,164000,0.735,0,10,0.132,-5.764,0,0.0404,107,4,0.787,0.228,0.347,0.969,1,0.16726,161.1581,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,1c1sdxrYLIiuJOlE7PPttb,Love Me Now (feat. Zoe Wees),0.163,0.662,195881,0.489,0,5,0.172,-7.067,1,0.0525,102.04,4,0.506,0.599,0.542,0.421,0.994,0.22939,188.37769,Happy
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,7zVCrzzEJU7u24sbJPXA5W,What Ifs (feat. Lauren Alaina),0.00898,0.612,188253,0.799,0,10,0.172,-4.603,1,0.0275,125.976,4,0.687,0.182,0.371,0.299,1,0.24531,183.71628,Energetic
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,5UNnhT9Ni6tW72zFLADsjy,Sights,0.171,0.611,214773,0.744,0.768,8,0.154,-6.463,1,0.0663,110.019,4,0.0408,0.267,0.402,0.722,1,0,207.67928,Chill
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,6jg5SRvdGxvJ0DzNV0UqEK,Please Don't Go,0.00296,0.699,196813,0.882,0.0544,4,0.13,-3.896,0,0.0311,120.016,4,0.657,0,0.083,0.828,1,0,192.08707,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,6FuGJB290AQMAHTfjOYVaK,Mood (Remix) feat. Justin Bieber  J Balvin & iann dior,0.151,0.721,192745,0.745,0.00000124,7,0.372,-3.508,0,0.0366,90.988,4,0.699,0.585,0.713,0.462,1,0.21469,189.10332,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,1J14CdDAvBTE1AJYUOwl6C,Arcade,0.827,0.453,185147,0.35,0.00122,9,0.144,-11.639,0,0.0425,72.017,3,0.279,0.422,0.62,0.132,0.415,0.22739,178.10866,Angry
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,0.122,0.548,174000,0.816,0,0,0.335,-4.209,1,0.0465,95.39,4,0.557,0.491,0.533,0.217,1,0,169.66821,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,0Npijoc6ZcUe1devUugKvI,Dive,0.00515,0.654,164490,0.787,0,4,0.144,-4.999,1,0.0502,123.978,4,0.409,0,0.134,0.848,1,0,157.03654,Happy
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,14JFKtBSqefxfMiKhq6JT8,Almost Maybes,0.146,0.582,179153,0.868,0,11,0.103,-3.927,1,0.0522,90.105,4,0.555,0.673,0.744,0.085,0.368,0.15134,166.46385,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,0.0599,0.476,141050,0.594,0,5,0.0785,-6.879,1,0.135,159.702,4,0.314,0.447,0.53,0.149,0.196,0,135.83093,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,4F6dlpCLyi8jWWFEjdxCQ0,Moments - Ben Böhmer & Nils Hoffmann Remix,0.453,0.702,250207,0.524,0.89,7,0.111,-12.422,0,0.0393,121.001,4,0.283,0.53,0.543,0.793,1,0,245.44653,Chill
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),0.369,0.779,178374,0.705,0.00000791,0,0.124,-3.895,1,0.0344,101.022,4,0.946,0.325,0.483,0.7,1,0.15678,172.29787,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,0DmAvNCAK08oCi7miSZUIY,Lasting Lover,0.197,0.676,218359,0.786,0,1,0.0943,-4.529,1,0.0478,125.983,4,0.483,0.64,0.878,0.762,0.943,0.09882,213.26949,Happy
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,2Fs18NaCDuluPG1DHGw1XG,Life is a Highway,0.00324,0.582,276320,0.952,0,5,0.223,-3.848,1,0.0731,103.027,4,0.655,0.608,0.455,0.319,1,0.1917,262.59448,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4Sib57MmYGJzSvkW84jTwh,ME! (feat. Brendon Urie of Panic! At The Disco),0.0291,0.614,193040,0.839,0,0,0.112,-4.143,1,0.0702,182.123,4,0.657,0.44,0.461,0.196,1,0.08703,185.18494,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,2IHLaN6wwYKQ3S24NsQqpA,I Love Me,0.00261,0.664,203672,0.561,0,6,0.0764,-7.031,1,0.0495,150.093,4,0.713,0.088,0.36,0.227,0.998,2.76898,196.97488,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,1Wdj4wRDYS7aT4CoPS0mAH,You Are Enough,0.707,0.593,180087,0.5,0.0000124,1,0.0837,-8.532,1,0.029,117.996,4,0.465,0.745,0.701,0.59,0.975,0.30789,174.34703,Angry
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,1f1DsFJHpMugn3zuRACUos,Together,0.0328,0.671,224113,0.63,0.243,9,0.849,-8.564,0,0.0296,117.076,4,0.404,0.386,0.451,0.663,1,0.19673,218.9932,Chill
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),0.0948,0.686,214634,0.83,0.00000133,8,0.182,-4.437,1,0.0369,123.032,4,0.486,0.588,0.609,0.763,1,0.06989,203.37778,Happy
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,03fT3OHB9KyMtGMt2zwqCT,Play It Again,0.0916,0.506,226867,0.886,0,11,0.0734,-3.225,1,0.0655,143.935,4,0.595,0.763,0.662,0.745,0.815,0.26712,216.56091,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,15kQGEy89K8deJcZVFEn0N,This Feeling (feat. Kelsea Ballerini),0.0651,0.539,199227,0.651,0,1,0.0662,-5.304,1,0.0432,105.159,4,0.474,0.413,0.546,0.336,1,0.57474,189.91602,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,1GkHyypTFkUf0QQKwYoXH4,You (with Marshmello & Vance Joy),0.0493,0.668,169632,0.563,0,11,0.119,-6.433,1,0.0522,103.116,4,0.305,0.005,0.298,0.636,1,0.22054,165.37251,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,0uUNN1nSoUx1A4fkDCWDQ7,So Am I,0.0737,0.682,183027,0.656,0,6,0.353,-4.67,1,0.0435,130.089,4,0.607,0.674,0.59,0.757,1,0.24376,178.06223,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,2aTKrdenCq5qBOoJPFdn4P,Here's Your Perfect,0.499,0.558,158594,0.454,0,6,0.146,-5.335,1,0.0551,113.12,4,0.424,0.79,0.68,0.272,1,0.33678,150.94131,Angry
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,20DfkHC5grnKNJCzZQB6KC,Good Girl,0.0286,0.617,205560,0.839,0,0,0.19,-2.849,0,0.0655,128.91,4,0.741,0.383,0.574,0.811,0.92,1.08549,201.35184,Energetic
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,4lgEtC1W3xZSRFoJuPLmkk,Virgo,0.279,0.593,324000,0.871,0.894,8,0.131,-8.068,1,0.0386,121.994,4,0.0719,0.584,0.603,0.836,0.981,2.99537,313.8351,Chill
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4y3OI86AEP6PQoDE6olYhO,Sucker,0.0427,0.842,181040,0.734,0,1,0.106,-5.065,0,0.0588,137.958,4,0.952,0.549,0.521,0.874,0.89,0.23002,177.72552,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,6tS1Fm9z3UKuLSxrinY3pC,Runaway (with Sigala and JP Cooper),0.213,0.617,168197,0.756,0,3,0.152,-5.811,1,0.104,121.828,4,0.432,0.586,0.673,0.722,0.981,3.73261,161.61089,Happy
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,4iXDn9pu5Q9sxv45vE8Lak,Famous Friends,0.0553,0.533,165569,0.855,0,6,0.335,-2.901,1,0.0356,102.017,4,0.64,0.616,0.599,0.206,0.981,0.42372,159.9971,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,3oiLlbBynuErymca4Dwp5H,Get To Know You,0.0783,0.761,201667,0.695,0,5,0.14,-4.048,1,0.0886,118.004,4,0.69,0.497,0.46,0.8,1,0.19098,197.12,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,768eZ69L0HODV9UlcriGaq,All My Days,0.169,0.575,224637,0.767,0.0011,11,0.104,-6.888,1,0.0554,124,4,0.137,0.52,0.553,0.523,0.982,0.19719,216.17197,Chill
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,34evGV6SaoRLHTcXXUVOpb,90s Kids,0.0802,0.714,163816,0.657,0,0,0.35,-6.436,1,0.118,151.898,4,0.725,0.533,0.616,0.438,0.974,0.68562,163.81573,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,5vjLSffimiIP26QG5WcN2K,Hold On,0.469,0.618,198853,0.443,0,2,0.0829,-9.681,1,0.0526,119.949,4,0.167,0.472,0.671,0.208,0.881,0.43624,186.92644,Angry
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,5ri4zqtWhG07hIuNNDWP76,Fly Away,0.217,0.806,178157,0.513,0,4,0.217,-6.208,1,0.0685,124.988,4,0.503,0.106,0.325,0.786,1,0.22059,175.46739,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,73h4oe03sZy8bXfQLfnqMv,Who's Laughing Now,0.00565,0.648,180348,0.641,0.00000363,7,0.109,-5.521,1,0.0389,184.021,4,0.505,0.412,0.752,0.284,1,0.22644,174.0742,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,1wsLHgXJ4SKIfd5ePSX1hD,Polaroid,0.293,0.652,193377,0.897,0,7,0.0722,-4.481,0,0.036,114.033,4,0.475,0.426,0.514,0.87,1,0,184.56381,Happy
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,2KqJC0koTBUyDlsMt5ok1V,Look What God Gave Her,0.0272,0.739,168960,0.85,0,2,0.181,-3.966,1,0.0308,113,4,0.883,0.388,0.571,0.846,1,0,163.91547,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,0DC7Zs2qvAbNK1owWQ4mlL,Perfect to Me,0.0889,0.604,197853,0.546,0,8,0.0734,-5.691,1,0.151,179.847,4,0.402,0.473,0.545,0.422,1,3.57587,193.01587,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,50kmOL6NMU98y6eJTlSicJ,The Good Part,0.0922,0.291,227267,0.443,0.0000282,5,0.382,-5.376,1,0.0369,185.934,4,0.532,0.33,0.479,0.161,0.699,0.24376,220.65343,Happy
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,2gZwBmkSmsVfEPFWGuWTDk,Best Is Yet To Come (with Kyle Reynolds),0.0148,0.569,215201,0.85,0,4,0.245,-3.914,1,0.0369,122.042,4,0.551,0.445,0.478,0.675,1,0.14535,197.60762,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,6kckNpuM5oXZrObLExRg6d,Road,0.512,0.689,238033,0.514,0.449,11,0.0952,-12.803,1,0.0383,121.985,4,0.0963,0.218,0.532,0.701,1,0,231.35202,Chill
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,76djDZcj6Og5HcVAaRjQHu,Like A Lady,0.0614,0.637,181199,0.933,0.0000029,8,0.105,-3.519,1,0.0343,95.511,4,0.797,0.841,0.739,0.101,1,0.17424,174.3122,Energetic
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,4LmN3eU1R1vVEdKuDELpGk,All I Know So Far,0.0586,0.578,277413,0.639,0,4,0.0944,-5.749,1,0.0374,108.045,4,0.296,0.415,0.464,0.716,0.843,0.11048,270.9072,Happy
37i9dQZF1DX4mWCZw6qYIw,Spotify,songs to scream in the car,5CZ40GBx1sQ9agT82CLQCT,traitor,0.691,0.38,229227,0.339,0,3,0.12,-7.885,1,0.0338,100.607,4,0.0849,0.219,0.484,0.091,0.935,0,218.02376,Angry
37i9dQZF1DXdPec7aLTmlC,Spotify,Happy Hits!,6VYIVgVqEIwzRwpJz5rMa4,Pick Me Up,0.0971,0.688,174100,0.662,0.00000134,6,0.172,-5.57,1,0.0441,115.106,4,0.549,0.553,0.58,0.788,0.819,0.19102,170.55637,Happy
37i9dQZF1DWXLSRKeL7KwM,Spotify,Energy Booster: Country,6o0sttjutkWGYefP7OsaYX,I Get That With You,0.0251,0.617,189387,0.802,0,9,0.206,-6.728,1,0.0347,106.011,4,0.425,0.549,0.481,0.862,0.945,2.29878,182.5727,Energetic
